Tarih Saat;Adisyon;Ürün;Kategori;Adet;Birim Fiyat;Tutar;Yemek Maliyeti;Kişi;Öğün;İptal
2026-02-02 19:00;ADS-2198;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-02 20:00;ADS-2199;Ayran;İçecek;1;28,00;28,00;9,00;2;Akşam;Hayır
2026-02-02 20:00;ADS-2199;Baklava;Tatlı;1;95,00;95,00;30,00;;Akşam;Hayır
2026-02-02 21:00;ADS-2200;Baklava;Tatlı;2;95,00;190,00;60,00;1;Akşam;Hayır
2026-02-02 19:00;ADS-2201;Ayran;İçecek;1;28,00;28,00;9,00;2;Akşam;Hayır
2026-02-02 19:00;ADS-2202;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;3;Akşam;Hayır
2026-02-02 19:00;ADS-2202;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-02 19:00;ADS-2202;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-02 12:00;ADS-2203;Ayran;İçecek;2;20,00;40,00;18,00;3;Öğle;Hayır
2026-02-02 12:00;ADS-2204;Kola;İçecek;2;22,00;44,00;22,00;2;Öğle;Hayır
2026-02-02 12:00;ADS-2204;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-02-02 12:00;ADS-2204;Kola;İçecek;2;22,00;44,00;22,00;;Öğle;Hayır
2026-02-02 12:00;ADS-2204;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-02-02 13:00;ADS-2205;Mevsim Salata;Başlangıç;2;67,00;134,00;66,00;1;Öğle;Hayır
2026-02-02 13:00;ADS-2205;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-02-02 13:00;ADS-2205;Baklava;Tatlı;2;67,00;134,00;60,00;;Öğle;Hayır
2026-02-02 13:00;ADS-2205;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-02-02 12:00;ADS-2206;Sütlaç;Tatlı;1;53,00;53,00;26,00;4;Öğle;Hayır
2026-02-02 12:00;ADS-2206;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-02-02 12:00;ADS-2206;Kola;İçecek;2;22,00;44,00;22,00;;Öğle;Hayır
2026-02-02 12:00;ADS-2206;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-02-02 19:00;ADS-2207;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;1;Akşam;Hayır
2026-02-02 19:00;ADS-2207;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-02 19:00;ADS-2207;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-02 13:00;ADS-2208;Ayran;İçecek;2;20,00;40,00;18,00;4;Öğle;Hayır
2026-02-02 13:00;ADS-2209;Kola;İçecek;1;22,00;22,00;11,00;1;Öğle;Hayır
2026-02-02 13:00;ADS-2210;Sütlaç;Tatlı;2;53,00;106,00;52,00;2;Öğle;Evet
2026-02-02 13:00;ADS-2210;Sütlaç;Tatlı;2;53,00;106,00;52,00;;Öğle;Hayır
2026-02-02 13:00;ADS-2210;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-02-02 13:00;ADS-2210;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-02-02 13:00;ADS-2211;Köfte;Ana Yemek;2;126,00;252,00;234,00;2;Öğle;Hayır
2026-02-02 13:00;ADS-2212;Baklava;Tatlı;1;67,00;67,00;30,00;1;Öğle;Hayır
2026-02-02 19:00;ADS-2213;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;4;Akşam;Hayır
2026-02-02 19:00;ADS-2213;Deniz Mahsulü Güveç;Ana Yemek;1;300,00;300,00;240,00;;Akşam;Hayır
2026-02-02 19:00;ADS-2213;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;;Akşam;Hayır
2026-02-02 19:00;ADS-2213;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2214;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;2;Akşam;Hayır
2026-02-03 19:00;ADS-2214;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-03 12:00;ADS-2215;Köfte;Ana Yemek;2;126,00;252,00;234,00;2;Öğle;Hayır
2026-02-03 12:00;ADS-2215;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-02-03 12:00;ADS-2215;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-02-03 12:00;ADS-2215;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;;Öğle;Hayır
2026-02-03 21:00;ADS-2216;Baklava;Tatlı;1;95,00;95,00;30,00;1;Akşam;Hayır
2026-02-03 21:00;ADS-2216;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2216;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2216;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2217;Ayran;İçecek;2;28,00;56,00;18,00;1;Akşam;Hayır
2026-02-03 21:00;ADS-2218;Köfte;Ana Yemek;2;180,00;360,00;234,00;1;Akşam;Hayır
2026-02-03 21:00;ADS-2218;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2218;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2219;Köfte;Ana Yemek;1;180,00;180,00;117,00;2;Akşam;Hayır
2026-02-03 20:00;ADS-2219;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2220;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;1;Akşam;Hayır
2026-02-03 21:00;ADS-2220;Kola;İçecek;2;32,00;64,00;22,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2220;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2221;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;2;Akşam;Hayır
2026-02-03 19:00;ADS-2221;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2221;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2222;Köfte;Ana Yemek;2;180,00;360,00;234,00;2;Akşam;Hayır
2026-02-03 20:00;ADS-2222;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 12:00;ADS-2223;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;2;Öğle;Hayır
2026-02-03 12:00;ADS-2223;Sütlaç;Tatlı;1;53,00;53,00;26,00;;Öğle;Hayır
2026-02-03 12:00;ADS-2223;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-02-03 12:00;ADS-2223;Köfte;Ana Yemek;1;126,00;126,00;117,00;;Öğle;Hayır
2026-02-03 19:00;ADS-2224;Köfte;Ana Yemek;1;180,00;180,00;117,00;1;Akşam;Evet
2026-02-03 19:00;ADS-2224;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2225;Köfte;Ana Yemek;2;180,00;360,00;234,00;1;Akşam;Hayır
2026-02-03 20:00;ADS-2225;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2225;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2226;Köfte;Ana Yemek;1;180,00;180,00;117,00;4;Akşam;Hayır
2026-02-03 21:00;ADS-2227;Köfte;Ana Yemek;2;180,00;360,00;234,00;3;Akşam;Hayır
2026-02-03 20:00;ADS-2228;Köfte;Ana Yemek;2;180,00;360,00;234,00;1;Akşam;Hayır
2026-02-03 20:00;ADS-2228;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2228;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2229;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;4;Akşam;Hayır
2026-02-03 20:00;ADS-2229;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2229;Deniz Mahsulü Güveç;Ana Yemek;1;300,00;300,00;240,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2229;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2230;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;2;Akşam;Hayır
2026-02-03 19:00;ADS-2231;Sütlaç;Tatlı;2;75,00;150,00;52,00;4;Akşam;Hayır
2026-02-03 21:00;ADS-2232;Ayran;İçecek;2;28,00;56,00;18,00;3;Akşam;Hayır
2026-02-03 21:00;ADS-2232;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2233;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;3;Akşam;Hayır
2026-02-03 21:00;ADS-2233;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2233;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2233;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2234;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;4;Akşam;Hayır
2026-02-03 19:00;ADS-2234;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-03 14:00;ADS-2235;Kola;İçecek;1;22,00;22,00;11,00;4;Öğle;Hayır
2026-02-03 14:00;ADS-2235;Baklava;Tatlı;2;67,00;134,00;60,00;;Öğle;Hayır
2026-02-03 14:00;ADS-2236;Kola;İçecek;2;22,00;44,00;22,00;4;Öğle;Hayır
2026-02-03 14:00;ADS-2236;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-02-03 19:00;ADS-2237;Köfte;Ana Yemek;1;180,00;180,00;117,00;4;Akşam;Hayır
2026-02-03 19:00;ADS-2237;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2238;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;2;Akşam;Hayır
2026-02-03 21:00;ADS-2238;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2238;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2239;Kola;İçecek;1;32,00;32,00;11,00;1;Akşam;Hayır
2026-02-03 20:00;ADS-2239;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2239;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2239;Sütlaç;Tatlı;1;75,00;75,00;26,00;;Akşam;Hayır
2026-02-03 13:00;ADS-2240;Baklava;Tatlı;2;67,00;134,00;60,00;4;Öğle;Hayır
2026-02-03 13:00;ADS-2240;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-02-03 13:00;ADS-2241;Kola;İçecek;1;22,00;22,00;11,00;1;Öğle;Hayır
2026-02-03 13:00;ADS-2241;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-02-03 21:00;ADS-2242;Ayran;İçecek;2;28,00;56,00;18,00;4;Akşam;Hayır
2026-02-03 21:00;ADS-2242;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2242;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-02-03 21:00;ADS-2242;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 20:00;ADS-2243;Baklava;Tatlı;2;95,00;190,00;60,00;4;Akşam;Hayır
2026-02-03 20:00;ADS-2243;Kola;İçecek;2;32,00;64,00;22,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2244;Kola;İçecek;2;32,00;64,00;22,00;4;Akşam;Hayır
2026-02-03 19:00;ADS-2244;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2244;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-03 19:00;ADS-2244;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Hayır
2026-02-04 21:00;ADS-2245;Ayran;İçecek;1;28,00;28,00;9,00;1;Akşam;Hayır
2026-02-04 21:00;ADS-2245;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Evet
2026-02-04 21:00;ADS-2245;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-04 13:00;ADS-2246;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;4;Öğle;Hayır
2026-02-04 13:00;ADS-2246;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2246;Izgara Balık;Ana Yemek;1;238,00;238,00;105,00;;Öğle;Hayır
2026-02-04 21:00;ADS-2247;Tavuk Şiş;Ana Yemek;2;220,00;440,00;132,00;4;Akşam;Hayır
2026-02-04 12:00;ADS-2248;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;4;Öğle;Hayır
2026-02-04 21:00;ADS-2249;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;2;Akşam;Hayır
2026-02-04 21:00;ADS-2249;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-04 21:00;ADS-2249;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2250;Baklava;Tatlı;1;67,00;67,00;30,00;1;Öğle;Hayır
2026-02-04 12:00;ADS-2250;Kola;İçecek;2;22,00;44,00;22,00;;Öğle;Hayır
2026-02-04 12:00;ADS-2250;Kola;İçecek;2;22,00;44,00;22,00;;Öğle;Hayır
2026-02-04 12:00;ADS-2250;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-02-04 20:00;ADS-2251;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;3;Akşam;Hayır
2026-02-04 20:00;ADS-2251;Baklava;Tatlı;1;95,00;95,00;30,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2251;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;;Akşam;Evet
2026-02-04 13:00;ADS-2252;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;2;Öğle;Hayır
2026-02-04 13:00;ADS-2252;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2252;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2252;Baklava;Tatlı;1;67,00;67,00;30,00;;Öğle;Hayır
2026-02-04 20:00;ADS-2253;Ayran;İçecek;1;28,00;28,00;9,00;4;Akşam;Hayır
2026-02-04 20:00;ADS-2253;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2253;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2254;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;3;Öğle;Hayır
2026-02-04 12:00;ADS-2254;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-02-04 12:00;ADS-2254;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-02-04 20:00;ADS-2255;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;4;Akşam;Hayır
2026-02-04 20:00;ADS-2255;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2255;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2255;Sütlaç;Tatlı;1;75,00;75,00;26,00;;Akşam;Hayır
2026-02-04 13:00;ADS-2256;Köfte;Ana Yemek;1;126,00;126,00;117,00;1;Öğle;Hayır
2026-02-04 13:00;ADS-2256;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2256;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2256;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2257;Kola;İçecek;1;22,00;22,00;11,00;1;Öğle;Hayır
2026-02-04 13:00;ADS-2257;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2257;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2257;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-02-04 21:00;ADS-2258;Köfte;Ana Yemek;2;180,00;360,00;234,00;4;Akşam;Hayır
2026-02-04 21:00;ADS-2258;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2259;Ayran;İçecek;2;20,00;40,00;18,00;2;Öğle;Hayır
2026-02-04 12:00;ADS-2259;Kola;İçecek;1;22,00;22,00;11,00;;Öğle;Hayır
2026-02-04 12:00;ADS-2259;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;;Öğle;Hayır
2026-02-04 19:00;ADS-2260;Köfte;Ana Yemek;1;180,00;180,00;117,00;3;Akşam;Hayır
2026-02-04 19:00;ADS-2260;Ayran;İçecek;2;28,00;56,00;18,00;;Akşam;Hayır
2026-02-04 19:00;ADS-2260;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2261;Köfte;Ana Yemek;1;126,00;126,00;117,00;2;Öğle;Hayır
2026-02-04 12:00;ADS-2261;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;;Öğle;Hayır
2026-02-04 20:00;ADS-2262;Baklava;Tatlı;1;95,00;95,00;30,00;4;Akşam;Hayır
2026-02-04 20:00;ADS-2262;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2262;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2263;Köfte;Ana Yemek;2;126,00;252,00;234,00;1;Öğle;Hayır
2026-02-04 21:00;ADS-2264;Ayran;İçecek;1;28,00;28,00;9,00;1;Akşam;Hayır
2026-02-04 21:00;ADS-2264;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-04 21:00;ADS-2264;Köfte;Ana Yemek;2;180,00;360,00;234,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2265;Deniz Mahsulü Güveç;Ana Yemek;1;300,00;300,00;240,00;3;Akşam;Hayır
2026-02-04 20:00;ADS-2265;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2265;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2265;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-04 19:00;ADS-2266;Deniz Mahsulü Güveç;Ana Yemek;2;300,00;600,00;480,00;3;Akşam;Hayır
2026-02-04 19:00;ADS-2266;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2267;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;4;Akşam;Hayır
2026-02-04 20:00;ADS-2267;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2268;Köfte;Ana Yemek;2;126,00;252,00;234,00;3;Öğle;Hayır
2026-02-04 12:00;ADS-2268;Kola;İçecek;2;22,00;44,00;22,00;;Öğle;Hayır
2026-02-04 12:00;ADS-2268;Baklava;Tatlı;1;67,00;67,00;30,00;;Öğle;Hayır
2026-02-04 12:00;ADS-2268;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-02-04 20:00;ADS-2269;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;2;Akşam;Hayır
2026-02-04 20:00;ADS-2269;Kola;İçecek;1;32,00;32,00;11,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2269;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2270;Köfte;Ana Yemek;1;180,00;180,00;117,00;4;Akşam;Hayır
2026-02-04 20:00;ADS-2270;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2270;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-02-04 14:00;ADS-2271;Ayran;İçecek;1;20,00;20,00;9,00;1;Öğle;Hayır
2026-02-04 14:00;ADS-2271;Baklava;Tatlı;1;67,00;67,00;30,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2271;Köfte;Ana Yemek;1;126,00;126,00;117,00;;Öğle;Hayır
2026-02-04 19:00;ADS-2272;Kola;İçecek;1;32,00;32,00;11,00;3;Akşam;Hayır
2026-02-04 19:00;ADS-2273;Sütlaç;Tatlı;2;75,00;150,00;52,00;3;Akşam;Hayır
2026-02-04 19:00;ADS-2274;Sütlaç;Tatlı;2;75,00;150,00;52,00;4;Akşam;Evet
2026-02-04 19:00;ADS-2274;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2275;Mevsim Salata;Başlangıç;2;95,00;190,00;66,00;1;Akşam;Hayır
2026-02-04 20:00;ADS-2275;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Evet
2026-02-04 20:00;ADS-2275;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2275;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-04 19:00;ADS-2276;Köfte;Ana Yemek;1;180,00;180,00;117,00;4;Akşam;Hayır
2026-02-04 19:00;ADS-2276;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;;Akşam;Hayır
2026-02-04 19:00;ADS-2277;Köfte;Ana Yemek;1;180,00;180,00;117,00;3;Akşam;Hayır
2026-02-04 19:00;ADS-2277;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-02-04 19:00;ADS-2277;Baklava;Tatlı;2;95,00;190,00;60,00;;Akşam;Hayır
2026-02-04 19:00;ADS-2277;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;;Akşam;Hayır
2026-02-04 13:00;ADS-2278;Mevsim Salata;Başlangıç;1;67,00;67,00;33,00;3;Öğle;Hayır
2026-02-04 13:00;ADS-2278;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-02-04 19:00;ADS-2279;Baklava;Tatlı;1;95,00;95,00;30,00;1;Akşam;Hayır
2026-02-04 13:00;ADS-2280;Köfte;Ana Yemek;1;126,00;126,00;117,00;2;Öğle;Hayır
2026-02-04 13:00;ADS-2280;Sütlaç;Tatlı;2;53,00;106,00;52,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2280;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2281;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;3;Öğle;Hayır
2026-02-04 14:00;ADS-2281;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2281;Izgara Balık;Ana Yemek;2;238,00;476,00;210,00;;Öğle;Hayır
2026-02-04 21:00;ADS-2282;Mercimek Çorba;Başlangıç;1;60,00;60,00;20,00;2;Akşam;Hayır
2026-02-04 21:00;ADS-2282;Köfte;Ana Yemek;1;180,00;180,00;117,00;;Akşam;Hayır
2026-02-04 14:00;ADS-2283;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;3;Öğle;Hayır
2026-02-04 14:00;ADS-2283;Mercimek Çorba;Başlangıç;2;42,00;84,00;40,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2283;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2283;Mercimek Çorba;Başlangıç;1;42,00;42,00;20,00;;Öğle;Hayır
2026-02-04 20:00;ADS-2284;Izgara Balık;Ana Yemek;1;340,00;340,00;105,00;1;Akşam;Hayır
2026-02-04 20:00;ADS-2284;Ayran;İçecek;1;28,00;28,00;9,00;;Akşam;Hayır
2026-02-04 20:00;ADS-2284;Mevsim Salata;Başlangıç;1;95,00;95,00;33,00;;Akşam;Hayır
2026-02-04 12:00;ADS-2285;Köfte;Ana Yemek;2;126,00;252,00;234,00;1;Öğle;Hayır
2026-02-04 12:00;ADS-2285;Tavuk Şiş;Ana Yemek;1;154,00;154,00;66,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2286;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;1;Öğle;Hayır
2026-02-04 21:00;ADS-2287;Tavuk Şiş;Ana Yemek;1;220,00;220,00;66,00;4;Akşam;Hayır
2026-02-04 13:00;ADS-2288;Kola;İçecek;1;22,00;22,00;11,00;2;Öğle;Hayır
2026-02-04 13:00;ADS-2288;Köfte;Ana Yemek;1;126,00;126,00;117,00;;Öğle;Hayır
2026-02-04 13:00;ADS-2288;Baklava;Tatlı;2;67,00;134,00;60,00;;Öğle;Hayır
2026-02-04 14:00;ADS-2289;Ayran;İçecek;2;20,00;40,00;18,00;4;Öğle;Hayır
2026-02-04 14:00;ADS-2289;Ayran;İçecek;2;20,00;40,00;18,00;;Öğle;Hayır
2026-02-05 19:00;ADS-2290;Köfte;Ana Yemek;1;180,00;180,00;117,00;1;Akşam;Hayır
2026-02-05 19:00;ADS-2290;Baklava;Tatlı;1;95,00;95,00;30,00;;Akşam;Hayır
2026-02-05 19:00;ADS-2290;Baklava;Tatlı;1;95,00;95,00;30,00;;Akşam;Hayır
2026-02-05 13:00;ADS-2291;Tavuk Şiş;Ana Yemek;2;154,00;308,00;132,00;2;Öğle;Hayır
2026-02-05 19:00;ADS-2292;Izgara Balık;Ana Yemek;2;340,00;680,00;210,00;2;Akşam;Hayır
2026-02-05 19:00;ADS-2292;Mercimek Çorba;Başlangıç;2;60,00;120,00;40,00;;Akşam;Hayır
2026-02-05 20:00;ADS-2293;Ayran;İçecek;1;28,00;28,00;9,00;4;Akşam;Hayır
2026-02-05 12:00;ADS-2294;Ayran;İçecek;2;20,00;40,00;18,00;1;Öğle;Hayır
2026-02-05 12:00;ADS-2294;Köfte;Ana Yemek;2;126,00;252,00;234,00;;Öğle;Hayır
2026-02-05 12:00;ADS-2294;Ayran;İçecek;1;20,00;20,00;9,00;;Öğle;Hayır
