Tarih;SKU;Ürün;Kategori;Adet;Birim Fiyat;Ciro;Maliyet;İskonto;İade;Kanal;Müşteri No
2026-02-15;AKS-005;Aksesuar 5;Aksesuar;2;100,00;187,99;90,00;12,01;Hayır;Mağaza;MUS-0059
2026-02-15;AKS-005;Aksesuar 5;Aksesuar;1;220,00;218,78;99,00;1,22;Hayır;Web;MUS-0049
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;547,00;1033,64;601,70;60,36;Hayır;Web;MUS-0026
2026-02-15;EVT-001;Ev Tekstili 1;Ev Tekstili;2;372,00;707,64;372,00;36,36;Hayır;Pazaryeri;MUS-0318
2026-02-15;AKS-002;Aksesuar 2;Aksesuar;3;168,00;469,46;226,80;34,54;Hayır;Mağaza;MUS-0091
2026-02-15;ELK-005;Elektronik 5;Elektronik;1;4875,00;4757,22;3900,00;117,78;Hayır;Web;MUS-0262
2026-02-15;ELK-003;Elektronik 3;Elektronik;1;2008,00;1939,33;1606,40;68,67;Hayır;Pazaryeri;MUS-0245
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;672,00;1860,37;1108,80;155,63;Hayır;Web;MUS-0132
2026-02-15;ELK-003;Elektronik 3;Elektronik;2;5083,00;9802,69;8132,80;363,31;Hayır;Web;MUS-0264
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;1;350,00;343,01;192,50;6,99;Hayır;Pazaryeri;MUS-0284
2026-02-15;AKS-001;Aksesuar 1;Aksesuar;2;227,00;428,74;204,30;25,26;Hayır;Pazaryeri;MUS-0062
2026-02-15;AYK-004;Ayakkabı 4;Ayakkabı;2;1171,00;2217,04;1405,20;124,96;Hayır;Web;MUS-0153
2026-02-15;ELK-001;Elektronik 1;Elektronik;1;2528,00;2332,80;2022,40;195,20;Hayır;Mağaza;MUS-0299
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;521,00;703,35;859,65;859,65;Hayır;Pazaryeri;MUS-0077
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;1;443,00;199,35;243,65;243,65;Hayır;Mağaza;MUS-0281
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;628,00;282,60;345,40;345,40;Hayır;Pazaryeri;MUS-0241
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;1;614,00;276,30;337,70;337,70;Hayır;Mağaza;MUS-0012
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;404,00;545,40;666,60;666,60;Hayır;Web;MUS-0233
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;2;390,00;351,00;429,00;429,00;Hayır;Mağaza;MUS-0297
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;469,00;211,05;257,95;257,95;Hayır;Pazaryeri;MUS-0116
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;2;325,00;292,50;357,50;357,50;Hayır;Mağaza;MUS-0304
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;1;350,00;157,50;192,50;192,50;Hayır;Pazaryeri;MUS-0052
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;369,00;498,15;608,85;608,85;Hayır;Mağaza;MUS-0087
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;588,00;264,60;323,40;323,40;Hayır;Pazaryeri;MUS-0113
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;215,00;290,25;354,75;354,75;Hayır;Web;MUS-0222
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;496,00;223,20;272,80;272,80;Hayır;Mağaza;MUS-0046
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;2;515,00;463,50;566,50;566,50;Hayır;Mağaza;MUS-0145
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;1;647,00;291,15;355,85;355,85;Hayır;Mağaza;MUS-0143
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;186,00;83,70;102,30;102,30;Hayır;Pazaryeri;MUS-0041
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;512,00;230,40;281,60;281,60;Hayır;Pazaryeri;MUS-0350
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;3;405,00;546,75;668,25;668,25;Hayır;Mağaza;MUS-0015
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;3;691,00;932,85;1140,15;1140,15;Hayır;Mağaza;MUS-0111
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;2;682,00;613,80;750,20;750,20;Hayır;Pazaryeri;MUS-0280
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;2;247,00;222,30;271,70;271,70;Hayır;Mağaza;MUS-0186
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;1;200,00;90,00;110,00;110,00;Hayır;Mağaza;MUS-0200
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;538,00;726,30;887,70;887,70;Hayır;Web;MUS-0188
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;181,00;162,90;199,10;199,10;Hayır;Web;MUS-0162
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;223,00;100,35;122,65;122,65;Hayır;Web;MUS-0021
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;3;254,00;342,90;419,10;419,10;Hayır;Mağaza;MUS-0297
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;2;220,00;198,00;242,00;242,00;Hayır;Web;MUS-0135
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;2;268,00;241,20;294,80;294,80;Hayır;Pazaryeri;MUS-0169
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;1;671,00;301,95;369,05;369,05;Hayır;Web;MUS-0332
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;393,00;530,55;648,45;648,45;Hayır;Pazaryeri;MUS-0166
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;1;282,00;126,90;155,10;155,10;Hayır;Web;MUS-0169
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;415,00;560,25;684,75;684,75;Hayır;Web;MUS-0048
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;209,00;94,05;114,95;114,95;Hayır;Mağaza;MUS-0283
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;3;181,00;244,35;298,65;298,65;Hayır;Web;MUS-0050
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;426,00;191,70;234,30;234,30;Hayır;Web;MUS-0298
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;249,00;336,15;410,85;410,85;Hayır;Mağaza;MUS-0213
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;502,00;677,70;828,30;828,30;Hayır;Pazaryeri;MUS-0298
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;653,00;587,70;718,30;718,30;Hayır;Web;MUS-0201
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;421,00;378,90;463,10;463,10;Hayır;Web;MUS-0239
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;450,00;607,50;742,50;742,50;Hayır;Mağaza;MUS-0020
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;323,00;436,05;532,95;532,95;Hayır;Web;MUS-0059
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;3;506,00;683,10;834,90;834,90;Hayır;Mağaza;MUS-0128
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;2;229,00;206,10;251,90;251,90;Hayır;Mağaza;MUS-0095
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;3;420,00;567,00;693,00;693,00;Hayır;Pazaryeri;MUS-0018
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;2;413,00;371,70;454,30;454,30;Hayır;Pazaryeri;MUS-0338
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;2;287,00;258,30;315,70;315,70;Hayır;Pazaryeri;MUS-0019
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;633,00;854,55;1044,45;1044,45;Hayır;Mağaza;MUS-0341
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;1;656,00;295,20;360,80;360,80;Hayır;Web;MUS-0274
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;2;602,00;541,80;662,20;662,20;Hayır;Web;MUS-0034
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;1;621,00;279,45;341,55;341,55;Hayır;Mağaza;MUS-0280
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;221,00;298,35;364,65;364,65;Hayır;Pazaryeri;MUS-0228
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;253,00;113,85;139,15;139,15;Hayır;Web;MUS-0296
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;1;281,00;126,45;154,55;154,55;Hayır;Pazaryeri;MUS-0286
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;3;465,00;627,75;767,25;767,25;Hayır;Web;MUS-0347
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;226,00;101,70;124,30;124,30;Hayır;Pazaryeri;MUS-0071
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;340,00;306,00;374,00;374,00;Hayır;Web;MUS-0252
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;416,00;187,20;228,80;228,80;Hayır;Mağaza;MUS-0238
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;2;386,00;347,40;424,60;424,60;Hayır;Mağaza;MUS-0103
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;2;283,00;254,70;311,30;311,30;Hayır;Web;MUS-0032
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;1;398,00;179,10;218,90;218,90;Hayır;Pazaryeri;MUS-0013
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;497,00;223,65;273,35;273,35;Hayır;Pazaryeri;MUS-0101
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;160,00;144,00;176,00;176,00;Hayır;Mağaza;MUS-0056
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;454,00;612,90;749,10;749,10;Hayır;Mağaza;MUS-0279
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;1;234,00;105,30;128,70;128,70;Hayır;Mağaza;MUS-0122
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;2;315,00;283,50;346,50;346,50;Hayır;Web;MUS-0106
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;3;361,00;487,35;595,65;595,65;Hayır;Mağaza;MUS-0276
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;2;498,00;448,20;547,80;547,80;Hayır;Mağaza;MUS-0067
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;2;361,00;324,90;397,10;397,10;Hayır;Mağaza;MUS-0029
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;3;339,00;457,65;559,35;559,35;Hayır;Web;MUS-0319
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;2;625,00;562,50;687,50;687,50;Hayır;Pazaryeri;MUS-0246
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;3;254,00;342,90;419,10;419,10;Hayır;Web;MUS-0162
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;1;681,00;306,45;374,55;374,55;Hayır;Web;MUS-0123
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;3;655,00;884,25;1080,75;1080,75;Hayır;Pazaryeri;MUS-0198
2026-02-15;GIY-001;Giyim Ürünü 1;Giyim;2;316,00;284,40;347,60;347,60;Hayır;Web;MUS-0106
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;380,00;171,00;209,00;209,00;Hayır;Web;MUS-0127
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;3;252,00;340,20;415,80;415,80;Hayır;Mağaza;MUS-0069
2026-02-15;GIY-004;Giyim Ürünü 4;Giyim;1;336,00;151,20;184,80;184,80;Hayır;Web;MUS-0253
2026-02-15;GIY-003;Giyim Ürünü 3;Giyim;1;399,00;179,55;219,45;219,45;Hayır;Mağaza;MUS-0068
2026-02-15;GIY-005;Giyim Ürünü 5;Giyim;3;319,00;430,65;526,35;526,35;Hayır;Mağaza;MUS-0165
2026-02-15;GIY-002;Giyim Ürünü 2;Giyim;3;241,00;325,35;397,65;397,65;Hayır;Mağaza;MUS-0070
2026-02-16;AKS-002;Aksesuar 2;Aksesuar;1;191,00;189,77;85,95;1,23;Hayır;Pazaryeri;MUS-0234
2026-02-16;AKS-003;Aksesuar 3;Aksesuar;1;167,00;164,14;75,15;2,86;Hayır;Web;MUS-0197
2026-02-16;EVT-002;Ev Tekstili 2;Ev Tekstili;3;510,00;1434,57;765,00;95,43;Hayır;Pazaryeri;MUS-0153
2026-02-16;EVT-003;Ev Tekstili 3;Ev Tekstili;1;521,00;512,45;260,50;8,55;Hayır;Mağaza;MUS-0094
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;557,00;1658,40;919,05;12,60;Hayır;Web;MUS-0179
2026-02-16;EVT-004;Ev Tekstili 4;Ev Tekstili;1;837,00;792,06;418,50;44,94;Hayır;Pazaryeri;MUS-0202
2026-02-16;AKS-004;Aksesuar 4;Aksesuar;1;121,00;118,14;54,45;2,86;Hayır;Web;MUS-0292
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;2;337,00;644,11;370,70;29,89;Hayır;Pazaryeri;MUS-0190
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;1;441,00;427,94;242,55;13,06;Hayır;Pazaryeri;MUS-0068
2026-02-16;EVT-002;Ev Tekstili 2;Ev Tekstili;2;808,00;1536,97;808,00;79,03;Hayır;Mağaza;MUS-0169
2026-02-16;EVT-005;Ev Tekstili 5;Ev Tekstili;3;383,00;1063,47;574,50;85,53;Hayır;Mağaza;MUS-0040
2026-02-16;AYK-001;Ayakkabı 1;Ayakkabı;1;1295,00;1236,50;777,00;58,50;Hayır;Mağaza;MUS-0297
2026-02-16;AKS-005;Aksesuar 5;Aksesuar;3;147,00;431,31;198,45;9,69;Hayır;Mağaza;MUS-0227
2026-02-16;AKS-001;Aksesuar 1;Aksesuar;3;257,00;754,90;346,95;16,10;Hayır;Mağaza;MUS-0346
2026-02-16;AKS-001;Aksesuar 1;Aksesuar;1;125,00;123,46;56,25;1,54;Hayır;Pazaryeri;MUS-0269
2026-02-16;EVT-001;Ev Tekstili 1;Ev Tekstili;3;127,00;369,97;190,50;11,03;Hayır;Web;MUS-0286
2026-02-16;ELK-003;Elektronik 3;Elektronik;2;1118,00;2212,03;1788,80;23,97;Hayır;Mağaza;MUS-0030
2026-02-16;ELK-002;Elektronik 2;Elektronik;1;4853,00;4468,83;3882,40;384,17;Hayır;Pazaryeri;MUS-0235
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;1;222,00;210,69;122,10;11,31;Hayır;Mağaza;MUS-0033
2026-02-16;ELK-004;Elektronik 4;Elektronik;1;3593,00;3363,39;2874,40;229,61;Hayır;Web;MUS-0325
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;2;457,00;848,12;502,70;65,88;Hayır;Mağaza;MUS-0034
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;266,00;359,10;438,90;438,90;Hayır;Mağaza;MUS-0127
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;2;458,00;412,20;503,80;503,80;Hayır;Mağaza;MUS-0208
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;211,00;284,85;348,15;348,15;Hayır;Pazaryeri;MUS-0242
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;636,00;858,60;1049,40;1049,40;Hayır;Pazaryeri;MUS-0270
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;404,00;545,40;666,60;666,60;Hayır;Mağaza;MUS-0175
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;3;518,00;699,30;854,70;854,70;Hayır;Pazaryeri;MUS-0014
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;638,00;861,30;1052,70;1052,70;Hayır;Pazaryeri;MUS-0051
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;3;236,00;318,60;389,40;389,40;Hayır;Web;MUS-0218
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;2;206,00;185,40;226,60;226,60;Hayır;Web;MUS-0151
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;3;343,00;463,05;565,95;565,95;Hayır;Pazaryeri;MUS-0193
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;2;275,00;247,50;302,50;302,50;Hayır;Mağaza;MUS-0295
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;295,00;132,75;162,25;162,25;Hayır;Pazaryeri;MUS-0230
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;1;434,00;195,30;238,70;238,70;Hayır;Web;MUS-0092
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;558,00;753,30;920,70;920,70;Hayır;Web;MUS-0168
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;556,00;750,60;917,40;917,40;Hayır;Mağaza;MUS-0310
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;2;338,00;304,20;371,80;371,80;Hayır;Web;MUS-0305
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;2;644,00;579,60;708,40;708,40;Hayır;Web;MUS-0207
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;267,00;120,15;146,85;146,85;Hayır;Pazaryeri;MUS-0148
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;196,00;264,60;323,40;323,40;Hayır;Pazaryeri;MUS-0050
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;2;330,00;297,00;363,00;363,00;Hayır;Pazaryeri;MUS-0040
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;1;671,00;301,95;369,05;369,05;Hayır;Web;MUS-0019
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;664,00;896,40;1095,60;1095,60;Hayır;Pazaryeri;MUS-0258
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;476,00;214,20;261,80;261,80;Hayır;Pazaryeri;MUS-0232
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;1;501,00;225,45;275,55;275,55;Hayır;Mağaza;MUS-0324
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;417,00;562,95;688,05;688,05;Hayır;Pazaryeri;MUS-0074
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;2;592,00;532,80;651,20;651,20;Hayır;Web;MUS-0345
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;1;605,00;272,25;332,75;332,75;Hayır;Pazaryeri;MUS-0143
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;2;312,00;280,80;343,20;343,20;Hayır;Web;MUS-0095
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;340,00;459,00;561,00;561,00;Hayır;Pazaryeri;MUS-0155
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;1;539,00;242,55;296,45;296,45;Hayır;Pazaryeri;MUS-0215
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;207,00;279,45;341,55;341,55;Hayır;Mağaza;MUS-0317
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;613,00;827,55;1011,45;1011,45;Hayır;Pazaryeri;MUS-0136
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;315,00;425,25;519,75;519,75;Hayır;Web;MUS-0176
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;553,00;746,55;912,45;912,45;Hayır;Web;MUS-0131
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;1;173,00;77,85;95,15;95,15;Hayır;Mağaza;MUS-0050
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;2;467,00;420,30;513,70;513,70;Hayır;Pazaryeri;MUS-0199
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;1;610,00;274,50;335,50;335,50;Hayır;Pazaryeri;MUS-0003
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;1;675,00;303,75;371,25;371,25;Hayır;Web;MUS-0284
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;3;313,00;422,55;516,45;516,45;Hayır;Mağaza;MUS-0220
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;2;540,00;486,00;594,00;594,00;Hayır;Pazaryeri;MUS-0350
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;152,00;68,40;83,60;83,60;Hayır;Web;MUS-0133
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;1;572,00;257,40;314,60;314,60;Hayır;Pazaryeri;MUS-0233
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;2;534,00;480,60;587,40;587,40;Hayır;Mağaza;MUS-0058
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;666,00;899,10;1098,90;1098,90;Hayır;Web;MUS-0100
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;344,00;464,40;567,60;567,60;Hayır;Web;MUS-0009
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;354,00;159,30;194,70;194,70;Hayır;Pazaryeri;MUS-0257
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;2;651,00;585,90;716,10;716,10;Hayır;Mağaza;MUS-0068
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;1;590,00;265,50;324,50;324,50;Hayır;Pazaryeri;MUS-0018
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;2;220,00;198,00;242,00;242,00;Hayır;Web;MUS-0255
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;443,00;199,35;243,65;243,65;Hayır;Mağaza;MUS-0093
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;203,00;274,05;334,95;334,95;Hayır;Web;MUS-0222
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;1;582,00;261,90;320,10;320,10;Hayır;Mağaza;MUS-0235
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;2;593,00;533,70;652,30;652,30;Hayır;Pazaryeri;MUS-0058
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;266,00;359,10;438,90;438,90;Hayır;Pazaryeri;MUS-0270
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;1;346,00;155,70;190,30;190,30;Hayır;Pazaryeri;MUS-0303
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;187,00;84,15;102,85;102,85;Hayır;Mağaza;MUS-0146
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;453,00;611,55;747,45;747,45;Hayır;Pazaryeri;MUS-0223
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;2;520,00;468,00;572,00;572,00;Hayır;Pazaryeri;MUS-0120
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;1;606,00;272,70;333,30;333,30;Hayır;Web;MUS-0310
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;368,00;496,80;607,20;607,20;Hayır;Web;MUS-0167
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;2;346,00;311,40;380,60;380,60;Hayır;Web;MUS-0178
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;428,00;192,60;235,40;235,40;Hayır;Mağaza;MUS-0226
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;2;529,00;476,10;581,90;581,90;Hayır;Pazaryeri;MUS-0345
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;3;554,00;747,90;914,10;914,10;Hayır;Pazaryeri;MUS-0333
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;2;357,00;321,30;392,70;392,70;Hayır;Web;MUS-0201
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;2;405,00;364,50;445,50;445,50;Hayır;Pazaryeri;MUS-0057
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;1;386,00;173,70;212,30;212,30;Hayır;Pazaryeri;MUS-0236
2026-02-16;GIY-002;Giyim Ürünü 2;Giyim;3;249,00;336,15;410,85;410,85;Hayır;Pazaryeri;MUS-0116
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;3;527,00;711,45;869,55;869,55;Hayır;Web;MUS-0003
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;577,00;778,95;952,05;952,05;Hayır;Web;MUS-0247
2026-02-16;GIY-003;Giyim Ürünü 3;Giyim;1;363,00;163,35;199,65;199,65;Hayır;Mağaza;MUS-0094
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;359,00;484,65;592,35;592,35;Hayır;Pazaryeri;MUS-0325
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;222,00;299,70;366,30;366,30;Hayır;Mağaza;MUS-0260
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;2;322,00;289,80;354,20;354,20;Hayır;Pazaryeri;MUS-0261
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;1;666,00;299,70;366,30;366,30;Hayır;Pazaryeri;MUS-0222
2026-02-16;GIY-004;Giyim Ürünü 4;Giyim;3;169,00;228,15;278,85;278,85;Hayır;Web;MUS-0166
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;695,00;938,25;1146,75;1146,75;Hayır;Mağaza;MUS-0144
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;600,00;810,00;990,00;990,00;Hayır;Web;MUS-0208
2026-02-16;GIY-005;Giyim Ürünü 5;Giyim;3;528,00;712,80;871,20;871,20;Hayır;Web;MUS-0320
2026-02-16;GIY-001;Giyim Ürünü 1;Giyim;2;174,00;156,60;191,40;191,40;Hayır;Pazaryeri;MUS-0055
2026-02-17;GIY-002;Giyim Ürünü 2;Giyim;2;582,00;1162,23;640,20;1,77;Hayır;Mağaza;MUS-0020
2026-02-17;GIY-002;Giyim Ürünü 2;Giyim;2;643,00;1256,87;707,30;29,13;Hayır;Mağaza;MUS-0132
2026-02-17;AKS-005;Aksesuar 5;Aksesuar;2;322,00;597,45;289,80;46,55;Hayır;Web;MUS-0107
2026-02-17;EVT-002;Ev Tekstili 2;Ev Tekstili;1;169,00;164,16;84,50;4,84;Hayır;Pazaryeri;MUS-0217
2026-02-17;AYK-005;Ayakkabı 5;Ayakkabı;2;460,00;871,45;552,00;48,55;Hayır;Mağaza;MUS-0077
2026-02-17;AYK-003;Ayakkabı 3;Ayakkabı;1;1353,00;1257,76;811,80;95,24;Hayır;Pazaryeri;MUS-0186
2026-02-17;AKS-003;Aksesuar 3;Aksesuar;1;86,00;83,45;38,70;2,55;Hayır;Mağaza;MUS-0164
2026-02-17;AKS-001;Aksesuar 1;Aksesuar;2;142,00;271,38;127,80;12,62;Hayır;Web;MUS-0151
2026-02-17;GIY-001;Giyim Ürünü 1;Giyim;2;437,00;830,04;480,70;43,96;Hayır;Mağaza;MUS-0262
2026-02-17;EVT-004;Ev Tekstili 4;Ev Tekstili;1;348,00;326,11;174,00;21,89;Hayır;Mağaza;MUS-0253
2026-02-17;ELK-005;Elektronik 5;Elektronik;2;4536,00;8461,04;7257,60;610,96;Hayır;Pazaryeri;MUS-0339
2026-02-17;AKS-003;Aksesuar 3;Aksesuar;3;301,00;884,36;406,35;18,64;Hayır;Web;MUS-0073
2026-02-17;GIY-005;Giyim Ürünü 5;Giyim;3;165,00;485,64;272,25;9,36;Hayır;Pazaryeri;MUS-0005
2026-02-17;AKS-002;Aksesuar 2;Aksesuar;3;212,00;620,50;286,20;15,50;Hayır;Pazaryeri;MUS-0320
2026-02-17;AKS-005;Aksesuar 5;Aksesuar;3;230,00;638,73;310,50;51,27;Hayır;Web;MUS-0050
2026-02-17;EVT-003;Ev Tekstili 3;Ev Tekstili;1;835,00;811,22;417,50;23,78;Hayır;Web;MUS-0297
2026-02-17;ELK-003;Elektronik 3;Elektronik;3;2470,00;6908,94;5928,00;501,06;Hayır;Web;MUS-0165
