Ay;Müşteri;Plan;MRR;Kayıt Tarihi
2025-01;C-0242;Pro;1050;2024-03-01
2025-01;C-0243;Basic;490;2024-03-01
2025-01;C-0244;Basic;350;2024-03-01
2025-01;C-0245;Basic;350;2024-03-01
2025-01;C-0247;Basic;350;2024-03-01
2025-01;C-0248;Enterprise;4900;2024-03-01
2025-01;C-0250;Basic;350;2024-03-01
2025-01;C-0254;Pro;1500;2024-03-01
2025-01;C-0255;Enterprise;5000;2024-03-01
2025-01;C-0257;Basic;350;2024-03-01
2025-01;C-0258;Enterprise;5000;2024-03-01
2025-01;C-0259;Pro;2100;2024-03-01
2025-01;C-0260;Enterprise;2450;2024-03-01
2025-01;C-0262;Pro;1500;2024-03-01
2025-01;C-0263;Pro;1500;2024-03-01
2025-01;C-0264;Basic;350;2024-04-01
2025-01;C-0268;Pro;2940;2024-04-01
2025-01;C-0270;Basic;500;2024-04-01
2025-01;C-0271;Pro;1500;2024-04-01
2025-01;C-0273;Basic;500;2024-04-01
2025-01;C-0275;Pro;1500;2024-04-01
2025-01;C-0276;Basic;245;2024-04-01
2025-01;C-0277;Basic;500;2024-04-01
2025-01;C-0278;Basic;700;2024-04-01
2025-01;C-0280;Basic;500;2024-04-01
2025-01;C-0281;Pro;1500;2024-04-01
2025-01;C-0282;Basic;350;2024-04-01
2025-01;C-0288;Pro;1050;2024-04-01
2025-01;C-0291;Basic;350;2024-04-01
2025-01;C-0293;Basic;500;2024-04-01
2025-01;C-0296;Basic;700;2024-04-01
2025-01;C-0298;Basic;500;2024-04-01
2025-01;C-0299;Basic;500;2024-04-01
2025-01;C-0301;Basic;350;2024-05-01
2025-01;C-0302;Pro;1470;2024-05-01
2025-01;C-0304;Basic;500;2024-05-01
2025-01;C-0309;Pro;1500;2024-05-01
2025-01;C-0312;Pro;1500;2024-05-01
2025-01;C-0313;Basic;500;2024-05-01
2025-01;C-0314;Pro;1500;2024-05-01
2025-01;C-0315;Basic;350;2024-05-01
2025-01;C-0317;Pro;1050;2024-05-01
2025-01;C-0319;Pro;1500;2024-05-01
2025-01;C-0321;Basic;700;2024-05-01
2025-01;C-0322;Pro;1050;2024-05-01
2025-01;C-0329;Basic;500;2024-05-01
2025-01;C-0331;Pro;1500;2024-05-01
2025-01;C-0332;Basic;700;2024-05-01
2025-01;C-0333;Basic;500;2024-05-01
2025-01;C-0335;Basic;245;2024-05-01
2025-01;C-0336;Basic;350;2024-05-01
2025-01;C-0337;Basic;500;2024-05-01
2025-01;C-0338;Basic;500;2024-05-01
2025-01;C-0339;Pro;1500;2024-05-01
2025-01;C-0340;Enterprise;5000;2024-06-01
2025-01;C-0341;Pro;1500;2024-06-01
2025-01;C-0343;Basic;350;2024-06-01
2025-01;C-0344;Enterprise;5000;2024-06-01
2025-01;C-0346;Basic;500;2024-06-01
2025-01;C-0347;Basic;500;2024-06-01
2025-01;C-0349;Basic;500;2024-06-01
2025-01;C-0350;Pro;1050;2024-06-01
2025-01;C-0351;Basic;700;2024-06-01
2025-01;C-0352;Basic;500;2024-06-01
2025-01;C-0353;Basic;245;2024-06-01
2025-01;C-0355;Basic;700;2024-06-01
2025-01;C-0356;Basic;350;2024-06-01
2025-01;C-0357;Basic;350;2024-06-01
2025-01;C-0358;Basic;500;2024-06-01
2025-01;C-0359;Basic;350;2024-06-01
2025-01;C-0360;Pro;1500;2024-06-01
2025-01;C-0365;Basic;500;2024-06-01
2025-01;C-0368;Pro;1500;2024-06-01
2025-01;C-0369;Basic;500;2024-06-01
2025-01;C-0371;Pro;1500;2024-06-01
2025-01;C-0374;Basic;500;2024-06-01
2025-01;C-0376;Basic;980;2024-06-01
2025-01;C-0377;Basic;500;2024-06-01
2025-01;C-0378;Pro;1500;2024-06-01
2025-01;C-0379;Basic;500;2024-06-01
2025-01;C-0381;Basic;500;2024-06-01
2025-01;C-0382;Basic;500;2024-07-01
2025-01;C-0383;Enterprise;5000;2024-07-01
2025-01;C-0384;Basic;500;2024-07-01
2025-01;C-0385;Basic;350;2024-07-01
2025-01;C-0387;Enterprise;5000;2024-07-01
2025-01;C-0388;Pro;1500;2024-07-01
2025-01;C-0389;Basic;500;2024-07-01
2025-01;C-0390;Pro;1500;2024-07-01
2025-01;C-0391;Pro;2100;2024-07-01
2025-01;C-0392;Basic;500;2024-07-01
2025-01;C-0396;Pro;1500;2024-07-01
2025-01;C-0397;Enterprise;5000;2024-07-01
2025-01;C-0398;Enterprise;3500;2024-07-01
2025-01;C-0399;Basic;350;2024-07-01
2025-01;C-0400;Basic;500;2024-07-01
2025-01;C-0401;Basic;350;2024-07-01
2025-01;C-0402;Basic;500;2024-07-01
2025-01;C-0403;Pro;2100;2024-07-01
2025-01;C-0404;Basic;700;2024-07-01
2025-01;C-0405;Basic;500;2024-07-01
2025-01;C-0406;Basic;500;2024-07-01
2025-01;C-0407;Basic;500;2024-07-01
2025-01;C-0411;Enterprise;3500;2024-07-01
2025-01;C-0412;Enterprise;5000;2024-07-01
2025-01;C-0413;Pro;1500;2024-07-01
2025-01;C-0414;Basic;500;2024-07-01
2025-01;C-0415;Basic;245;2024-07-01
2025-01;C-0416;Basic;980;2024-07-01
2025-01;C-0417;Enterprise;5000;2024-07-01
2025-01;C-0418;Enterprise;5000;2024-07-01
2025-01;C-0420;Basic;350;2024-07-01
2025-01;C-0422;Pro;2100;2024-07-01
2025-01;C-0423;Pro;1500;2024-07-01
2025-01;C-0424;Basic;500;2024-07-01
2025-01;C-0425;Pro;1500;2024-07-01
2025-01;C-0427;Pro;1500;2024-08-01
2025-01;C-0428;Basic;700;2024-08-01
2025-01;C-0429;Pro;1500;2024-08-01
2025-01;C-0430;Pro;1500;2024-08-01
2025-01;C-0431;Enterprise;5000;2024-08-01
2025-01;C-0433;Basic;500;2024-08-01
2025-01;C-0434;Pro;1500;2024-08-01
2025-01;C-0435;Pro;1500;2024-08-01
2025-01;C-0436;Basic;500;2024-08-01
2025-01;C-0439;Basic;700;2024-08-01
2025-01;C-0440;Pro;1500;2024-08-01
2025-01;C-0441;Basic;500;2024-08-01
2025-01;C-0443;Basic;500;2024-08-01
2025-01;C-0444;Enterprise;5000;2024-08-01
2025-01;C-0445;Basic;500;2024-08-01
2025-01;C-0446;Enterprise;5000;2024-08-01
2025-01;C-0447;Basic;500;2024-08-01
2025-01;C-0450;Basic;700;2024-08-01
2025-01;C-0451;Basic;500;2024-08-01
2025-01;C-0452;Pro;2100;2024-08-01
2025-01;C-0454;Pro;1500;2024-08-01
2025-01;C-0456;Basic;500;2024-08-01
2025-01;C-0457;Basic;350;2024-08-01
2025-01;C-0458;Basic;500;2024-08-01
2025-01;C-0459;Pro;1500;2024-08-01
2025-01;C-0461;Basic;500;2024-08-01
2025-01;C-0462;Basic;500;2024-08-01
2025-01;C-0463;Basic;500;2024-08-01
2025-01;C-0464;Basic;500;2024-08-01
2025-01;C-0465;Enterprise;5000;2024-08-01
2025-01;C-0466;Pro;1500;2024-08-01
2025-01;C-0467;Basic;490;2024-08-01
2025-01;C-0469;Enterprise;7000;2024-08-01
2025-01;C-0470;Basic;500;2024-08-01
2025-01;C-0472;Basic;500;2024-08-01
2025-01;C-0473;Basic;500;2024-09-01
2025-01;C-0474;Basic;500;2024-09-01
2025-01;C-0475;Enterprise;3500;2024-09-01
2025-01;C-0476;Basic;500;2024-09-01
2025-01;C-0477;Pro;1050;2024-09-01
2025-01;C-0479;Enterprise;5000;2024-09-01
2025-01;C-0480;Basic;700;2024-09-01
2025-01;C-0481;Basic;350;2024-09-01
2025-01;C-0482;Enterprise;5000;2024-09-01
2025-01;C-0483;Pro;1500;2024-09-01
2025-01;C-0484;Basic;500;2024-09-01
2025-01;C-0486;Basic;500;2024-09-01
2025-01;C-0489;Enterprise;5000;2024-09-01
2025-01;C-0490;Basic;500;2024-09-01
2025-01;C-0492;Pro;2100;2024-09-01
2025-01;C-0493;Pro;1500;2024-09-01
2025-01;C-0494;Basic;500;2024-09-01
2025-01;C-0495;Enterprise;5000;2024-09-01
2025-01;C-0496;Basic;500;2024-09-01
2025-01;C-0497;Basic;500;2024-09-01
2025-01;C-0500;Enterprise;5000;2024-09-01
2025-01;C-0502;Basic;500;2024-09-01
2025-01;C-0503;Pro;1500;2024-09-01
2025-01;C-0504;Basic;700;2024-09-01
2025-01;C-0506;Basic;500;2024-09-01
2025-01;C-0508;Basic;500;2024-09-01
2025-01;C-0509;Pro;1500;2024-09-01
2025-01;C-0510;Pro;1500;2024-09-01
2025-01;C-0511;Enterprise;5000;2024-09-01
2025-01;C-0512;Enterprise;5000;2024-09-01
2025-01;C-0513;Basic;500;2024-09-01
2025-01;C-0514;Basic;490;2024-09-01
2025-01;C-0515;Enterprise;5000;2024-09-01
2025-01;C-0516;Enterprise;5000;2024-09-01
2025-01;C-0517;Basic;500;2024-09-01
2025-01;C-0518;Pro;1050;2024-09-01
2025-01;C-0519;Basic;500;2024-09-01
2025-01;C-0521;Pro;1500;2024-09-01
2025-01;C-0522;Pro;1050;2024-09-01
2025-01;C-0523;Basic;500;2024-09-01
2025-01;C-0525;Basic;500;2024-10-01
2025-01;C-0526;Pro;1500;2024-10-01
2025-01;C-0528;Basic;500;2024-10-01
2025-01;C-0529;Basic;700;2024-10-01
2025-01;C-0530;Basic;700;2024-10-01
2025-01;C-0532;Basic;500;2024-10-01
2025-01;C-0533;Basic;500;2024-10-01
2025-01;C-0534;Basic;500;2024-10-01
2025-01;C-0535;Basic;500;2024-10-01
2025-01;C-0536;Basic;500;2024-10-01
2025-01;C-0538;Basic;500;2024-10-01
2025-01;C-0539;Pro;1500;2024-10-01
2025-01;C-0540;Enterprise;5000;2024-10-01
2025-01;C-0541;Basic;500;2024-10-01
2025-01;C-0542;Pro;1500;2024-10-01
2025-01;C-0543;Basic;500;2024-10-01
2025-01;C-0544;Pro;1500;2024-10-01
2025-01;C-0545;Pro;1500;2024-10-01
2025-01;C-0546;Enterprise;5000;2024-10-01
2025-01;C-0547;Basic;500;2024-10-01
2025-01;C-0548;Pro;1470;2024-10-01
2025-01;C-0549;Basic;500;2024-10-01
2025-01;C-0550;Enterprise;5000;2024-10-01
2025-01;C-0551;Pro;1500;2024-10-01
2025-01;C-0552;Pro;1500;2024-10-01
2025-01;C-0553;Basic;500;2024-10-01
2025-01;C-0554;Basic;500;2024-10-01
2025-01;C-0556;Basic;500;2024-10-01
2025-01;C-0557;Pro;1500;2024-10-01
2025-01;C-0558;Basic;500;2024-10-01
2025-01;C-0559;Enterprise;5000;2024-10-01
2025-01;C-0560;Pro;1500;2024-10-01
2025-01;C-0561;Basic;500;2024-10-01
2025-01;C-0562;Pro;1500;2024-10-01
2025-01;C-0563;Pro;2100;2024-10-01
2025-01;C-0564;Basic;350;2024-10-01
2025-01;C-0565;Basic;700;2024-10-01
2025-01;C-0566;Basic;500;2024-10-01
2025-01;C-0567;Basic;500;2024-10-01
2025-01;C-0568;Basic;500;2024-10-01
2025-01;C-0569;Pro;2100;2024-10-01
2025-01;C-0570;Pro;1500;2024-10-01
2025-01;C-0572;Pro;1500;2024-10-01
2025-01;C-0573;Enterprise;5000;2024-10-01
2025-01;C-0574;Pro;1500;2024-10-01
2025-01;C-0575;Pro;1500;2024-10-01
2025-01;C-0576;Pro;1500;2024-10-01
2025-01;C-0577;Pro;1500;2024-10-01
2025-01;C-0578;Basic;500;2024-10-01
2025-01;C-0579;Basic;500;2024-10-01
2025-01;C-0580;Pro;1500;2024-10-01
2025-01;C-0581;Basic;500;2024-10-01
2025-01;C-0582;Basic;500;2024-11-01
2025-01;C-0584;Basic;500;2024-11-01
2025-01;C-0585;Enterprise;5000;2024-11-01
2025-01;C-0587;Enterprise;5000;2024-11-01
2025-01;C-0588;Enterprise;5000;2024-11-01
2025-01;C-0589;Basic;500;2024-11-01
2025-01;C-0590;Enterprise;5000;2024-11-01
2025-01;C-0591;Basic;500;2024-11-01
2025-01;C-0592;Pro;1500;2024-11-01
2025-01;C-0593;Pro;1500;2024-11-01
2025-01;C-0594;Pro;1500;2024-11-01
2025-01;C-0595;Basic;500;2024-11-01
2025-01;C-0596;Pro;2100;2024-11-01
2025-01;C-0597;Basic;500;2024-11-01
2025-01;C-0598;Pro;1500;2024-11-01
2025-01;C-0599;Basic;500;2024-11-01
2025-01;C-0600;Basic;500;2024-11-01
2025-01;C-0601;Basic;700;2024-11-01
2025-01;C-0602;Basic;500;2024-11-01
2025-01;C-0603;Basic;500;2024-11-01
2025-01;C-0604;Pro;1500;2024-11-01
2025-01;C-0605;Pro;1500;2024-11-01
2025-01;C-0606;Basic;500;2024-11-01
2025-01;C-0607;Basic;500;2024-11-01
2025-01;C-0608;Basic;500;2024-11-01
2025-01;C-0609;Pro;1500;2024-11-01
2025-01;C-0610;Enterprise;5000;2024-11-01
2025-01;C-0612;Basic;500;2024-11-01
2025-01;C-0613;Enterprise;5000;2024-11-01
2025-01;C-0614;Enterprise;5000;2024-11-01
2025-01;C-0615;Pro;1500;2024-11-01
2025-01;C-0616;Basic;500;2024-11-01
2025-01;C-0617;Basic;500;2024-11-01
2025-01;C-0618;Basic;500;2024-11-01
2025-01;C-0619;Pro;1500;2024-11-01
2025-01;C-0620;Pro;1500;2024-11-01
2025-01;C-0621;Basic;500;2024-11-01
2025-01;C-0622;Basic;500;2024-11-01
2025-01;C-0623;Basic;500;2024-11-01
2025-01;C-0624;Basic;350;2024-11-01
2025-01;C-0625;Pro;1500;2024-11-01
2025-01;C-0627;Pro;1500;2024-11-01
2025-01;C-0628;Pro;1500;2024-11-01
2025-01;C-0629;Enterprise;5000;2024-11-01
2025-01;C-0630;Basic;350;2024-11-01
2025-01;C-0631;Basic;500;2024-11-01
2025-01;C-0632;Pro;2100;2024-11-01
2025-01;C-0633;Basic;500;2024-11-01
2025-01;C-0635;Basic;350;2024-11-01
2025-01;C-0636;Pro;1500;2024-11-01
2025-01;C-0637;Enterprise;5000;2024-11-01
2025-01;C-0638;Basic;500;2024-11-01
2025-01;C-0639;Basic;500;2024-11-01
2025-01;C-0640;Basic;500;2024-11-01
2025-01;C-0641;Pro;1500;2024-11-01
2025-01;C-0642;Basic;500;2024-11-01
2025-01;C-0643;Basic;500;2024-12-01
2025-01;C-0644;Pro;1500;2024-12-01
2025-01;C-0645;Pro;1500;2024-12-01
2025-01;C-0646;Basic;500;2024-12-01
2025-01;C-0647;Pro;1500;2024-12-01
2025-01;C-0648;Basic;500;2024-12-01
2025-01;C-0649;Pro;1500;2024-12-01
2025-01;C-0650;Pro;1500;2024-12-01
2025-01;C-0651;Basic;500;2024-12-01
2025-01;C-0652;Pro;1500;2024-12-01
2025-01;C-0653;Basic;500;2024-12-01
2025-01;C-0654;Basic;500;2024-12-01
2025-01;C-0655;Basic;500;2024-12-01
2025-01;C-0656;Basic;500;2024-12-01
2025-01;C-0657;Basic;500;2024-12-01
2025-01;C-0658;Basic;500;2024-12-01
2025-01;C-0659;Basic;500;2024-12-01
2025-01;C-0660;Basic;500;2024-12-01
2025-01;C-0661;Pro;2100;2024-12-01
2025-01;C-0662;Basic;500;2024-12-01
2025-01;C-0663;Enterprise;5000;2024-12-01
2025-01;C-0664;Pro;1500;2024-12-01
2025-01;C-0665;Enterprise;5000;2024-12-01
2025-01;C-0666;Enterprise;3500;2024-12-01
2025-01;C-0667;Basic;500;2024-12-01
2025-01;C-0668;Pro;1500;2024-12-01
2025-01;C-0669;Basic;500;2024-12-01
2025-01;C-0670;Basic;500;2024-12-01
2025-01;C-0672;Basic;500;2024-12-01
2025-01;C-0673;Basic;500;2024-12-01
2025-01;C-0674;Basic;500;2024-12-01
2025-01;C-0675;Basic;500;2024-12-01
2025-01;C-0676;Basic;500;2024-12-01
2025-01;C-0677;Basic;700;2024-12-01
2025-01;C-0678;Enterprise;5000;2024-12-01
2025-01;C-0679;Basic;500;2024-12-01
2025-01;C-0680;Enterprise;5000;2024-12-01
2025-01;C-0681;Enterprise;5000;2024-12-01
2025-01;C-0683;Basic;500;2024-12-01
2025-01;C-0685;Basic;500;2024-12-01
2025-01;C-0686;Pro;1500;2024-12-01
2025-01;C-0687;Enterprise;5000;2024-12-01
2025-01;C-0688;Enterprise;5000;2024-12-01
2025-01;C-0689;Basic;500;2024-12-01
2025-01;C-0690;Pro;1500;2024-12-01
2025-01;C-0691;Basic;500;2024-12-01
2025-01;C-0692;Pro;1500;2024-12-01
2025-01;C-0693;Pro;1500;2024-12-01
2025-01;C-0694;Pro;1500;2024-12-01
2025-01;C-0695;Basic;500;2024-12-01
2025-01;C-0696;Basic;500;2024-12-01
2025-01;C-0697;Pro;1500;2024-12-01
2025-01;C-0698;Basic;500;2024-12-01
2025-01;C-0699;Enterprise;5000;2024-12-01
2025-01;C-0700;Basic;500;2024-12-01
2025-01;C-0702;Pro;1500;2024-12-01
2025-01;C-0703;Pro;1500;2024-12-01
2025-01;C-0704;Basic;350;2024-12-01
2025-01;C-0705;Pro;1500;2024-12-01
2025-01;C-0706;Enterprise;5000;2024-12-01
2025-01;C-0707;Basic;500;2024-12-01
2025-01;C-0708;Pro;1500;2024-12-01
2025-01;C-0709;Basic;500;2024-12-01
2025-01;C-0710;Basic;350;2024-12-01
2025-01;C-0711;Basic;500;2025-01-01
2025-01;C-0712;Basic;500;2025-01-01
2025-01;C-0713;Enterprise;5000;2025-01-01
2025-01;C-0714;Enterprise;5000;2025-01-01
2025-01;C-0715;Basic;500;2025-01-01
2025-01;C-0716;Basic;500;2025-01-01
2025-01;C-0717;Basic;500;2025-01-01
2025-01;C-0718;Basic;500;2025-01-01
2025-01;C-0719;Enterprise;5000;2025-01-01
2025-01;C-0720;Basic;500;2025-01-01
2025-01;C-0721;Basic;500;2025-01-01
2025-01;C-0722;Pro;1500;2025-01-01
2025-01;C-0723;Basic;500;2025-01-01
2025-01;C-0724;Basic;500;2025-01-01
2025-01;C-0725;Enterprise;5000;2025-01-01
2025-01;C-0726;Enterprise;5000;2025-01-01
2025-01;C-0727;Basic;500;2025-01-01
2025-01;C-0728;Basic;500;2025-01-01
2025-01;C-0729;Basic;500;2025-01-01
2025-01;C-0730;Basic;500;2025-01-01
2025-01;C-0731;Enterprise;5000;2025-01-01
2025-01;C-0732;Basic;500;2025-01-01
2025-01;C-0733;Basic;500;2025-01-01
2025-01;C-0734;Enterprise;5000;2025-01-01
2025-01;C-0735;Pro;1500;2025-01-01
2025-01;C-0736;Basic;500;2025-01-01
2025-01;C-0737;Basic;500;2025-01-01
2025-01;C-0738;Pro;1500;2025-01-01
2025-01;C-0739;Pro;1500;2025-01-01
2025-01;C-0740;Basic;500;2025-01-01
2025-01;C-0741;Basic;500;2025-01-01
2025-01;C-0742;Enterprise;5000;2025-01-01
2025-01;C-0743;Pro;1500;2025-01-01
2025-01;C-0744;Basic;500;2025-01-01
2025-01;C-0745;Pro;1500;2025-01-01
2025-01;C-0746;Enterprise;5000;2025-01-01
2025-01;C-0747;Pro;1500;2025-01-01
2025-01;C-0748;Basic;500;2025-01-01
2025-01;C-0749;Enterprise;5000;2025-01-01
2025-01;C-0750;Basic;500;2025-01-01
2025-01;C-0751;Basic;500;2025-01-01
2025-01;C-0752;Basic;500;2025-01-01
2025-01;C-0753;Pro;1500;2025-01-01
2025-01;C-0754;Pro;1500;2025-01-01
2025-01;C-0755;Enterprise;5000;2025-01-01
2025-01;C-0756;Pro;1500;2025-01-01
2025-01;C-0757;Pro;1500;2025-01-01
2025-01;C-0758;Pro;1500;2025-01-01
2025-01;C-0759;Pro;1500;2025-01-01
2025-01;C-0760;Basic;500;2025-01-01
2025-01;C-0761;Enterprise;5000;2025-01-01
2025-01;C-0762;Basic;500;2025-01-01
2025-01;C-0763;Enterprise;5000;2025-01-01
2025-01;C-0764;Basic;500;2025-01-01
2025-01;C-0765;Basic;500;2025-01-01
2025-01;C-0766;Enterprise;5000;2025-01-01
2025-01;C-0767;Pro;1500;2025-01-01
2025-01;C-0768;Enterprise;5000;2025-01-01
2025-01;C-0769;Pro;1500;2025-01-01
2025-01;C-0770;Pro;1500;2025-01-01
2025-01;C-0771;Pro;1500;2025-01-01
2025-01;C-0772;Basic;500;2025-01-01
2025-01;C-0773;Basic;500;2025-01-01
2025-01;C-0774;Basic;500;2025-01-01
2025-01;C-0775;Pro;1500;2025-01-01
2025-01;C-0776;Basic;500;2025-01-01
2025-01;C-0777;Enterprise;5000;2025-01-01
2025-01;C-0778;Pro;1500;2025-01-01
2025-01;C-0779;Basic;500;2025-01-01
2025-01;C-0780;Enterprise;5000;2025-01-01
2025-01;C-0781;Pro;1500;2025-01-01
2025-01;C-0782;Basic;500;2025-01-01
2025-01;C-0783;Pro;1500;2025-01-01
2025-01;C-0784;Enterprise;5000;2025-01-01
2025-01;C-0785;Basic;500;2025-01-01
2025-02;C-0007;Basic;350;2024-01-01
2025-02;C-0012;Basic;700;2024-01-01
2025-02;C-0015;Pro;515;2024-01-01
2025-02;C-0019;Basic;500;2024-01-01
2025-02;C-0020;Pro;1500;2024-01-01
2025-02;C-0024;Basic;350;2024-01-01
2025-02;C-0030;Basic;350;2024-01-01
2025-02;C-0033;Enterprise;3500;2024-01-01
2025-02;C-0034;Enterprise;3500;2024-01-01
2025-02;C-0035;Pro;1500;2024-01-01
2025-02;C-0036;Pro;735;2024-01-01
2025-02;C-0037;Pro;1500;2024-01-01
2025-02;C-0039;Basic;500;2024-01-01
2025-02;C-0040;Basic;500;2024-01-01
2025-02;C-0043;Pro;1500;2024-01-01
2025-02;C-0044;Pro;1500;2024-01-01
2025-02;C-0046;Enterprise;7000;2024-01-01
2025-02;C-0047;Basic;490;2024-01-01
2025-02;C-0051;Pro;1500;2024-01-01
2025-02;C-0052;Enterprise;5000;2024-01-01
2025-02;C-0053;Pro;1500;2024-01-01
2025-02;C-0057;Pro;735;2024-01-01
2025-02;C-0062;Basic;500;2024-01-01
2025-02;C-0070;Pro;1029;2024-01-01
2025-02;C-0073;Basic;343;2024-01-01
2025-02;C-0074;Pro;2100;2024-01-01
2025-02;C-0078;Basic;500;2024-01-01
2025-02;C-0079;Basic;490;2024-01-01
2025-02;C-0081;Pro;1050;2024-01-01
2025-02;C-0082;Basic;500;2024-01-01
2025-02;C-0084;Basic;350;2024-01-01
2025-02;C-0085;Basic;500;2024-01-01
2025-02;C-0086;Pro;1500;2024-01-01
2025-02;C-0087;Enterprise;3500;2024-01-01
2025-02;C-0088;Basic;350;2024-01-01
2025-02;C-0090;Basic;350;2024-01-01
2025-02;C-0095;Enterprise;3500;2024-01-01
2025-02;C-0096;Pro;2940;2024-01-01
2025-02;C-0099;Basic;350;2024-01-01
2025-02;C-0100;Pro;1050;2024-01-01
2025-02;C-0107;Basic;350;2024-01-01
2025-02;C-0108;Pro;1500;2024-01-01
2025-02;C-0109;Basic;350;2024-01-01
2025-02;C-0112;Basic;350;2024-01-01
2025-02;C-0113;Basic;500;2024-01-01
2025-02;C-0116;Basic;350;2024-01-01
2025-02;C-0117;Basic;490;2024-01-01
2025-02;C-0119;Basic;490;2024-01-01
2025-02;C-0120;Pro;1500;2024-01-01
2025-02;C-0123;Pro;1500;2024-01-01
2025-02;C-0124;Enterprise;3500;2024-01-01
2025-02;C-0125;Basic;500;2024-01-01
2025-02;C-0128;Basic;700;2024-01-01
2025-02;C-0129;Basic;500;2024-01-01
2025-02;C-0132;Basic;700;2024-01-01
2025-02;C-0133;Basic;500;2024-01-01
2025-02;C-0134;Basic;686;2024-01-01
2025-02;C-0136;Basic;500;2024-01-01
2025-02;C-0138;Basic;500;2024-01-01
2025-02;C-0141;Enterprise;5000;2024-01-01
2025-02;C-0144;Basic;350;2024-01-01
2025-02;C-0147;Basic;500;2024-01-01
2025-02;C-0150;Basic;500;2024-01-01
2025-02;C-0152;Basic;700;2024-01-01
2025-02;C-0153;Pro;1500;2024-01-01
2025-02;C-0154;Basic;500;2024-01-01
2025-02;C-0156;Pro;2100;2024-01-01
2025-02;C-0164;Pro;1050;2024-01-01
2025-02;C-0169;Basic;350;2024-01-01
2025-02;C-0170;Pro;1500;2024-01-01
2025-02;C-0174;Basic;500;2024-01-01
2025-02;C-0175;Basic;245;2024-01-01
2025-02;C-0176;Pro;1500;2024-01-01
2025-02;C-0178;Enterprise;7000;2024-01-01
2025-02;C-0179;Basic;245;2024-01-01
2025-02;C-0181;Enterprise;1715;2024-01-01
2025-02;C-0182;Basic;700;2024-01-01
2025-02;C-0183;Basic;700;2024-01-01
2025-02;C-0184;Basic;245;2024-01-01
2025-02;C-0185;Pro;2100;2024-01-01
2025-02;C-0187;Enterprise;3500;2024-01-01
2025-02;C-0189;Enterprise;7000;2024-01-01
2025-02;C-0191;Basic;500;2024-01-01
2025-02;C-0192;Basic;350;2024-01-01
2025-02;C-0195;Basic;500;2024-01-01
2025-02;C-0198;Basic;500;2024-01-01
2025-02;C-0200;Pro;1500;2024-01-01
2025-02;C-0203;Enterprise;4900;2024-02-01
2025-02;C-0208;Enterprise;4900;2024-02-01
2025-02;C-0209;Basic;350;2024-02-01
2025-02;C-0213;Basic;350;2024-02-01
2025-02;C-0214;Basic;700;2024-02-01
2025-02;C-0217;Enterprise;2401;2024-02-01
2025-02;C-0218;Basic;500;2024-02-01
2025-02;C-0219;Pro;1500;2024-02-01
2025-02;C-0220;Basic;500;2024-02-01
2025-02;C-0227;Pro;735;2024-02-01
2025-02;C-0228;Basic;700;2024-02-01
2025-02;C-0233;Pro;1470;2024-03-01
2025-02;C-0235;Basic;490;2024-03-01
2025-02;C-0238;Pro;1050;2024-03-01
2025-02;C-0239;Enterprise;5000;2024-03-01
2025-02;C-0240;Basic;500;2024-03-01
2025-02;C-0242;Pro;1050;2024-03-01
2025-02;C-0243;Basic;490;2024-03-01
2025-02;C-0244;Basic;350;2024-03-01
2025-02;C-0245;Basic;350;2024-03-01
2025-02;C-0247;Basic;350;2024-03-01
2025-02;C-0248;Enterprise;4900;2024-03-01
2025-02;C-0250;Basic;350;2024-03-01
2025-02;C-0254;Pro;1500;2024-03-01
2025-02;C-0255;Enterprise;5000;2024-03-01
2025-02;C-0257;Basic;350;2024-03-01
2025-02;C-0258;Enterprise;5000;2024-03-01
2025-02;C-0259;Pro;2100;2024-03-01
2025-02;C-0260;Enterprise;2450;2024-03-01
2025-02;C-0262;Pro;1050;2024-03-01
2025-02;C-0263;Pro;1500;2024-03-01
2025-02;C-0264;Basic;350;2024-04-01
2025-02;C-0268;Pro;2940;2024-04-01
2025-02;C-0270;Basic;500;2024-04-01
2025-02;C-0271;Pro;1500;2024-04-01
2025-02;C-0273;Basic;500;2024-04-01
2025-02;C-0275;Pro;1500;2024-04-01
2025-02;C-0276;Basic;343;2024-04-01
2025-02;C-0277;Basic;500;2024-04-01
2025-02;C-0278;Basic;700;2024-04-01
2025-02;C-0280;Basic;500;2024-04-01
2025-02;C-0281;Pro;1500;2024-04-01
2025-02;C-0282;Basic;350;2024-04-01
2025-02;C-0288;Pro;735;2024-04-01
2025-02;C-0291;Basic;350;2024-04-01
2025-02;C-0296;Basic;700;2024-04-01
2025-02;C-0298;Basic;500;2024-04-01
2025-02;C-0299;Basic;500;2024-04-01
2025-02;C-0301;Basic;350;2024-05-01
2025-02;C-0302;Pro;1470;2024-05-01
2025-02;C-0304;Basic;500;2024-05-01
2025-02;C-0309;Pro;1500;2024-05-01
2025-02;C-0312;Pro;1500;2024-05-01
2025-02;C-0313;Basic;500;2024-05-01
2025-02;C-0314;Pro;1500;2024-05-01
2025-02;C-0315;Basic;350;2024-05-01
2025-02;C-0317;Pro;1050;2024-05-01
2025-02;C-0319;Pro;1500;2024-05-01
2025-02;C-0321;Basic;700;2024-05-01
2025-02;C-0322;Pro;1050;2024-05-01
2025-02;C-0329;Basic;350;2024-05-01
2025-02;C-0331;Pro;1500;2024-05-01
2025-02;C-0332;Basic;700;2024-05-01
